;sexo;tipo_de_emprendimiento;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;idea_negocio;línea_credito
2532;masculino;comercio;enciso;2;8;2017-07-12;2500000.0;legumbreria;microempresarial
2533;femenino;comercio;cabecera san antonio ;2;80;2018-05-07;6000000.0;tienda;microempresarial
2534;femenino;comercio;trinidad;3;15;2017-02-13;7370000.0;tienda;microempresarial
2535;femenino;comercio;robledo;2;7;2018-10-25;3000000.0;comidas rapidas;microempresarial
2536;femenino;comercio;san javier no.1;1;13;2017-03-31;7000000.0;tienda;microempresarial
2537;femenino;comercio;granizal;1;1;2018-06-07;7000000.0;comidas rapidas;microempresarial
2538;masculino;industria;lopez de mesa;3;7;2017-04-05;6000000.0;fabrica;microempresarial
2539;femenino;servicio;santa cruz;2;2;2018-07-25;6000000.0;peluqueria;microempresarial
2540;masculino;servicio;campo valdes no. 1;2;4;2016-11-16;6000000.0;lavadero;microempresarial
2541;masculino;servicio;robledo;2;7;2018-03-06;2300000.0;recreativo educativo;microempresarial
2542;femenino;comercio;popular;2;1;2017-06-06;7370000.0;variedades;microempresarial
2543;femenino;servicio;buenos aires;1;9;2017-05-23;7377000.0;tienda;microempresarial
2544;femenino;comercio;el salvador;1;9;2017-09-08;7200000.0;variedades;microempresarial
2545;femenino;comercio;andalucia;2;2;2017-11-07;5000000.0;variedades;microempresarial
2546;femenino;comercio;campo valdes no. 1;3;4;2017-01-20;7377000.0;joyeria;microempresarial
2547;masculino;comercio;robledo;1;7;2016-04-22;4000000.0;variedades;microempresarial
2548;femenino;comercio;manrique central no. 1;1;4;2018-11-16;3000000.0;tienda;microempresarial
2549;masculino;comercio;moravia;2;4;2018-06-18;1000000.0;charcuteria;microempresarial
2550;masculino;comercio;manrique oriental;2;3;2019-06-06;4000000.0;tienda;credioportuno
2551;femenino;servicio;blanquizal;2;13;2019-02-07;6000000.0;peluqueria;microempresarial
2552;femenino;servicio;cabecera san cristobal;2;60;2018-01-15;7000000.0;tienda;microempresarial
2553;femenino;comercio;robledo;1;7;2018-01-30;4000000.0;tienda;microempresarial
2554;femenino;comercio;aranjuez;3;4;2017-10-12;5000000.0;fabrica alimentos;microempresarial
2555;femenino;comercio;castilla;2;5;2018-04-16;7000000.0;tienda;microempresarial
2556;femenino;comercio;santa ines;2;3;2018-03-22;2000000.0;comidas rapidas;microempresarial
2557;masculino;comercio;aranjuez;2;4;2018-04-19;3000000.0;variedades;microempresarial
2558;femenino;comercio;belen;3;16;2018-03-13;7800000.0;variedades;microempresarial
2559;masculino;comercio;popular;1;1;2017-09-18;7000000.0;almacen ropa;microempresarial
2560;femenino;industria;enciso;1;8;2019-05-10;8281160.0;fabrica;microempresarial
2561;femenino;comercio;toscana;3;5;2018-09-27;2000000.0;variedades;microempresarial
2562;masculino;industria;belen;3;16;2016-09-20;6890000.0;fabrica ceramica;microempresarial
2563;femenino;industria;el salvador;2;9;2017-03-28;7300000.0;fabrica;microempresarial
2564;femenino;servicio;playon de los ;1;2;2019-06-27;8281000.0;peluqueria;microempresarial
2565;masculino;comercio;la milagrosa;1;9;2017-09-07;8000000.0;variedades;microempresarial
2566;femenino;comercio;picacho;1;6;2017-04-21;7000000.0;variedades;microempresarial
2567;femenino;comercio;moravia;1;4;2018-07-12;5000000.0;restaurante;microempresarial
2568;femenino;comercio;cabecera san cristobal;2;60;2018-01-31;5500000.0;sembrados;microempresarial
2569;masculino;comercio;castilla;3;5;2016-10-20;3500000.0;ferreteria;microempresarial
2570;femenino;servicio;santa cruz;1;2;2016-03-08;5000000.0;comidas rapidas;microempresarial
2571;femenino;comercio;santa ines;2;3;2018-07-18;4000000.0;comidas rapidas;microempresarial
2572;femenino;industria;campo valdes no. 1;3;2;2019-04-01;6000000.0;fabrica;microempresarial
2573;femenino;comercio;moravia;1;4;2016-08-03;6700000.0;venta repuestos;microempresarial
2574;masculino;servicio;castilla;3;5;2018-05-23;2900000.0;mantenimiento;microempresarial
2575;masculino;comercio;la cruz;1;3;2016-12-05;5000000.0;legumbreria;microempresarial
2576;femenino;servicio;pedregal;2;6;2016-07-05;2000000.0;cafe internet;microempresarial
2577;femenino;comercio;barrio caicedo;1;9;2017-10-24;3000000.0;variedades;microempresarial
2578;masculino;servicio;belencito;2;13;2016-01-26;6890000.0;mantenimiento;microempresarial
2579;masculino;comercio;doce de octubre no.1;2;6;2017-04-17;1000000.0;variedades;microempresarial
2580;femenino;servicio;manrique oriental;1;3;2018-05-31;3000000.0;barberia;microempresarial
2581;femenino;comercio;cabecera san antonio ;1;80;2018-10-11;7000000.0;restaurante;microempresarial
2582;femenino;industria;aranjuez;2;4;2018-06-21;1500000.0;panaderia;microempresarial
2583;masculino;industria;las granjas;2;3;2018-08-27;5000000.0;carpinteria;microempresarial
2584;femenino;comercio;castilla;3;5;2018-05-08;7800000.0;comidas rapidas;microempresarial
2585;masculino;comercio;moravia;2;4;2016-06-30;6890000.0;comidas rapidas;microempresarial
2586;femenino;comercio;cabecera san cristobal;2;60;2017-07-06;5000000.0;almacen ropa;microempresarial
2587;femenino;industria;robledo;2;7;2017-02-07;7000000.0;fabrica;microempresarial
2588;masculino;comercio;cordoba;3;7;2017-04-24;2000000.0;cafe internet;microempresarial
2589;femenino;industria;enciso;2;8;2017-04-18;4000000.0;fabrica;microempresarial
2590;masculino;comercio;enciso;2;8;2018-10-03;4800000.0;comidas rapidas;microempresarial
2591;masculino;industria;aranjuez;3;4;2018-04-24;4000000.0;fabrica;microempresarial
2592;femenino;comercio;cabecera san cristobal;3;60;2018-12-04;1500000.0;tienda;microempresarial
2593;masculino;servicio;aranjuez;3;4;2017-12-22;4400000.0;variedades;microempresarial
2594;femenino;servicio;toscana;3;5;2018-07-05;2000000.0;mantenimiento;microempresarial
2595;femenino;comercio;cabecera san cristobal;2;60;2018-06-05;1600000.0;almacen ropa;microempresarial
2596;masculino;industria;cristo rey;3;15;2016-11-19;6890000.0;variedades;microempresarial
2597;femenino;comercio;loreto;2;9;2018-02-26;7300000.0;variedades;microempresarial
2598;femenino;servicio;manrique central no. 1;3;4;2018-11-14;4000000.0;peluqueria;microempresarial
2599;masculino;comercio;cabecera san antonio ;2;80;2018-05-02;251102.0;reciclaje;microempresarial
2600;masculino;servicio;enciso;1;8;2017-08-23;1000000.0;variedades;microempresarial
2602;femenino;servicio;centro admtivo;3;10;2018-01-25;5000000.0;variedades;microempresarial
2603;masculino;comercio;robledo;2;7;2018-02-08;5000000.0;comidas rapidas;microempresarial
2604;femenino;comercio;belalcazar;2;5;2016-10-21;4000000.0;tienda;microempresarial
2605;femenino;servicio;santa cruz;1;2;2018-07-16;4500000.0;peluqueria;microempresarial
2606;femenino;comercio;la america;3;12;2018-03-20;5000000.0;cafeteria;microempresarial
2607;masculino;comercio;campo valdes no. 1;3;4;2017-08-08;3000000.0;miscelanea;microempresarial
2608;femenino;industria;carpinelo;1;1;2018-12-04;7000000.0;fabrica;microempresarial
2609;masculino;servicio;buenos aires;1;9;2018-03-08;5000000.0;variedades;microempresarial
2610;femenino;comercio;robledo;2;7;2018-10-25;2000000.0;fabrica;microempresarial
2611;masculino;comercio;cabecera san cristobal;3;60;2018-02-27;5000000.0;legumbreria;microempresarial
2612;masculino;industria;buenos aires;1;9;2017-10-02;7370000.0;fabrica;microempresarial
2613;masculino;servicio;villa hermosa;3;8;2017-07-06;7370000.0;variedades;microempresarial
2614;femenino;comercio;cabecera san cristobal;2;60;2018-09-24;4000000.0;variedades;microempresarial
2615;femenino;servicio;el corazon;2;13;2017-12-20;7000000.0;comidas rapidas;microempresarial
2616;masculino;comercio;el salvador;3;9;2018-02-27;7000000.0;restaurante;microempresarial
2617;femenino;servicio;belen;3;16;2018-07-31;7800000.0;peluqueria;microempresarial
2618;femenino;comercio;robledo;2;7;2018-06-27;6000000.0;variedades;microempresarial
2619;masculino;comercio;castilla;2;5;2018-02-07;7000000.0;variedades;microempresarial
2620;masculino;comercio;san javier no.1;2;13;2018-06-05;7800000.0;variedades;microempresarial
2621;femenino;comercio;cabecera san cristobal;2;60;2017-09-26;4000000.0;comidas rapidas;microempresarial
2622;masculino;comercio;san pedro;2;4;2017-06-13;7300000.0;comidas rapidas;microempresarial
2623;femenino;comercio;robledo;1;7;2017-01-30;5000000.0;comidas rapidas;microempresarial
2624;femenino;servicio;manrique central no. 1;1;4;2017-11-15;7377000.0;organización;microempresarial
2625;masculino;comercio;robledo;2;7;2018-02-09;700000.0;variedades;microempresarial
2626;femenino;industria;belencito;2;13;2018-08-10;4000000.0;fabrica;microempresarial
2627;femenino;industria;enciso;3;8;2017-09-19;6000000.0;fabrica calzado;microempresarial
2628;femenino;comercio;villa hermosa;3;8;2017-11-20;2000000.0;tienda;microempresarial
2629;femenino;comercio;santa cruz;1;2;2017-11-10;7370000.0;tienda;microempresarial
2630;femenino;comercio;cabecera san antonio ;2;80;2017-10-20;3000000.0;variedades;microempresarial
2631;masculino;comercio;buenos aires;2;9;2018-01-16;7800000.0;variedades;microempresarial
2632;femenino;comercio;robledo;2;7;2018-07-25;3000000.0;almacen ropa;microempresarial
2633;masculino;comercio;san benito;3;10;2018-07-17;7800000.0;cafeteria;microempresarial
2634;masculino;agropecuaria;cabecera san cristobal;2;60;2018-09-14;7800000.0;sembrados;microempresarial
2635;femenino;industria;buenos aires;3;9;2017-09-11;4400000.0;fabrica;microempresarial
2636;femenino;comercio;enciso;2;8;2018-05-17;7800000.0;tienda;microempresarial
2637;femenino;comercio;la ladera;2;8;2018-05-31;5000000.0;tienda;microempresarial
2638;femenino;servicio;pablo vi;2;2;2017-04-26;7370000.0;tienda;microempresarial
2639;masculino;comercio;san javier no.1;1;13;2017-07-14;3000000.0;variedades;microempresarial
2640;masculino;servicio;el salvador;2;9;2019-04-08;1500000.0;mantenimiento;microempresarial
2641;femenino;comercio;villatina;1;8;2017-07-17;3000000.0;almacen ropa;microempresarial
2642;femenino;industria;castilla;2;5;2018-06-18;7800000.0;fabrica;microempresarial
2643;femenino;comercio;popular;2;1;2017-02-24;6894000.0;venta calzado;microempresarial
2644;femenino;comercio;alfonso lopez;2;5;2018-05-08;2350000.0;fabrica muebles;microempresarial
2645;masculino;servicio;robledo;3;7;2016-04-04;28000000.0;publicidad;empresarial ed
2646;masculino;industria;san javier no.1;2;13;2018-10-30;7500000.0;fabrica;microempresarial
2648;masculino;servicio;santa cruz;2;2;2018-04-10;7800000.0;mantenimiento;microempresarial
2649;masculino;comercio;prado;3;10;2016-03-15;4000000.0;variedades;microempresarial
2650;femenino;comercio;doce de octubre no.1;2;6;2018-07-12;5000000.0;variedades;microempresarial
2651;femenino;industria;popular;2;1;2016-06-03;5000000.0;fabrica;microempresarial
2652;femenino;comercio;buenos aires;3;9;2016-12-13;4000000.0;venta calzado;microempresarial
2653;femenino;industria;las palmas;2;10;2016-11-22;3000000.0;fabrica;microempresarial
2654;femenino;comercio;20 de julio;1;13;2018-01-24;4000000.0;comidas rapidas;microempresarial
2655;masculino;comercio;robledo;3;7;2018-07-11;6000000.0;distribuidora;microempresarial
2656;femenino;industria;popular;2;1;2018-07-06;5000000.0;fabrica;microempresarial
2657;femenino;comercio;manrique central no. 2;2;3;2016-11-24;6900000.0;variedades;microempresarial
2658;femenino;comercio;enciso;3;8;2018-04-04;7800000.0;tienda;microempresarial
2659;femenino;comercio;barrio caicedo;2;9;2018-03-08;15000000.0;variedades;microempresarial
2660;femenino;industria;manrique central no. 1;3;4;2017-12-05;7377000.0;fabrica;microempresarial
2661;femenino;comercio;pablo vi;2;2;2018-06-21;4000000.0;variedades;microempresarial
2662;femenino;comercio;popular;2;1;2019-04-30;4000000.0;joyeria;microempresarial
2663;femenino;comercio;bel¿n;1;16;2016-02-19;2000000.0;variedades;microempresarial
2664;femenino;industria;las palmas;2;10;2016-04-22;6890000.0;fabrica productos;microempresarial
2665;femenino;comercio;belen;3;16;2018-04-03;7000000.0;fabrica;microempresarial
2666;femenino;servicio;pedregal;3;6;2017-02-17;4000000.0;peluqueria;microempresarial
2667;femenino;industria;aranjuez;1;4;2018-03-02;7800000.0;fabrica;microempresarial
2668;masculino;servicio;robledo;2;7;2018-08-27;7000000.0;variedades;microempresarial
2669;masculino;comercio;manrique oriental;2;3;2017-08-01;3000000.0;variedades;microempresarial
2670;masculino;industria;tejelo;3;5;2017-06-14;7300000.0;fabrica productos;microempresarial
2671;femenino;comercio;cabecera san antonio ;1;80;2016-10-26;6894000.0;comidas rapidas;microempresarial
2672;masculino;servicio;las violetas;2;16;2018-03-23;7800000.0;taller mecanica;microempresarial
2673;masculino;industria;robledo;3;7;2017-01-24;5000000.0;taller electronica;microempresarial
2674;femenino;comercio;villatina;2;8;2016-09-06;5000000.0;variedades;microempresarial
2675;femenino;industria;belen;3;16;2016-08-23;6900000.0;fabrica;microempresarial
2676;femenino;comercio;belen;3;16;2018-11-15;4000000.0;variedades;microempresarial
2677;femenino;comercio;buenos aires;3;9;2017-02-09;7370000.0;variedades;microempresarial
2678;femenino;comercio;campo valdes no. 1;3;4;2017-11-09;7300000.0;taller mecanica;microempresarial
2679;masculino;servicio;santa cruz;2;2;2018-04-09;7000000.0;mantenimiento;microempresarial
2680;femenino;industria;manrique central no. 2;3;3;2017-05-03;7370000.0;fabrica;microempresarial
2681;masculino;industria;las independencias;1;13;2016-12-19;1000000.0;panaderia;microempresarial
2683;masculino;servicio;san javier no.1;2;13;2018-11-08;7800000.0;comidas rapidas;microempresarial
2684;femenino;servicio;aranjuez;2;4;2017-03-10;7300000.0;taller mecanica;microempresarial
2685;masculino;comercio;la florida;2;14;2018-04-24;3345000.0;variedades;microempresarial
2686;masculino;servicio;pedregal;2;6;2017-11-01;7370000.0;taller electronica;microempresarial
2687;femenino;comercio;enciso;3;8;2016-08-10;6000000.0;distribuidora;microempresarial
2688;masculino;comercio;san javier no.1;2;13;2018-05-08;6500000.0;fabrica;microempresarial
2689;masculino;comercio;enciso;2;8;2019-04-03;4500000.0;publicidad;microempresarial
2690;femenino;comercio;lopez de mesa;3;7;2018-05-11;7800000.0;tienda;microempresarial
2691;femenino;servicio;barrio caicedo;1;9;2016-02-20;6890000.0;restaurante;microempresarial
2692;masculino;comercio;girardot;3;5;2017-02-09;7377000.0;charcuteria;microempresarial
2693;masculino;comercio;villa hermosa;2;8;2018-06-07;6000000.0;tienda;microempresarial
2694;masculino;servicio;enciso;2;8;2018-10-11;7800000.0;gimnasio;microempresarial
2695;femenino;servicio;villa hermosa;3;60;2016-09-28;5000000.0;comidas rapidas;microempresarial
2696;masculino;comercio;prado;3;10;2017-10-10;4426000.0;comidas rapidas;microempresarial
2697;femenino;servicio;cabecera san antonio ;3;80;2018-11-26;6662000.0;tienda;microempresarial
2698;masculino;servicio;el salvador;3;9;2018-07-17;19000000.0;variedades;empresarial ed
2699;femenino;comercio;nuevos conquistadores;1;13;2017-06-28;7000000.0;tienda;microempresarial
2701;femenino;servicio;buenos aires;3;9;2016-04-20;5000000.0;comidas rapidas;microempresarial
2702;femenino;comercio;palmitas;2;50;2017-09-19;7000000.0;comidas rapidas;microempresarial
2703;femenino;comercio;cabecera san cristobal;2;60;2017-08-11;7000000.0;fabrica;microempresarial
2704;masculino;comercio;popular;2;1;2018-07-23;7800000.0;variedades;microempresarial
2705;masculino;comercio;enciso;2;8;2019-03-20;8200000.0;fabrica;microempresarial
2706;femenino;industria;el salvador;2;9;2017-01-25;6800000.0;fabrica;microempresarial
2707;femenino;comercio;santo domingo savio ;1;1;2016-12-26;6000000.0;variedades;microempresarial
2708;femenino;comercio;florencia;3;5;2018-10-03;6000000.0;distribuidora;microempresarial
2709;masculino;comercio;enciso;2;8;2017-10-05;7377000.0;tienda;microempresarial
2710;masculino;servicio;robledo;2;7;2017-07-26;7000000.0;taller electronica;microempresarial
2711;masculino;comercio;la loma oriental;2;60;2018-12-19;3000000.0;recreativo educativo;microempresarial
2712;femenino;comercio;popular;2;1;2019-06-05;4000000.0;taller mecanica;microempresarial
2713;femenino;servicio;buenos aires;3;9;2016-07-25;6000000.0;distribuidora;microempresarial
2714;femenino;comercio;santa cruz;2;2;2018-07-11;3300000.0;miscelanea;microempresarial
2715;femenino;servicio;miranda;2;4;2017-03-17;6000000.0;restaurante;microempresarial
2716;femenino;servicio;villa niza;2;2;2018-04-05;5000000.0;peluqueria;microempresarial
2717;masculino;comercio;florencia;3;5;2018-04-26;5000000.0;almacen ropa;microempresarial
2718;femenino;comercio;cabecera san cristobal;3;60;2018-06-12;7800000.0;lavanderia;microempresarial
2719;femenino;comercio;santo domingo savio ;1;1;2019-03-15;3000000.0;tienda;microempresarial
2720;femenino;comercio;manrique central no. 1;1;4;2018-03-09;7000000.0;cafeteria;microempresarial
2721;femenino;comercio;aures no. 2;2;7;2016-10-07;6800000.0;almacen ropa;microempresarial
2722;masculino;comercio;santo domingo savio ;1;1;2018-11-08;4000000.0;comidas rapidas;microempresarial
2723;masculino;comercio;robledo;2;7;2017-05-30;7000000.0;legumbreria;microempresarial
2724;femenino;servicio;trinidad;3;15;2018-05-23;2500000.0;peluqueria;microempresarial
2725;masculino;servicio;barrio caicedo;2;9;2018-11-14;7500000.0;recreativo educativo;microempresarial
2726;femenino;comercio;castilla;3;5;2018-06-18;4000000.0;comidas rapidas;microempresarial
2727;femenino;servicio;villa hermosa;3;8;2016-10-12;6890000.0;papeleria;microempresarial
2728;femenino;industria;san javier no.1;2;13;2017-11-07;5000000.0;fabrica;microempresarial
2729;femenino;industria;sucre;3;8;2016-08-05;3000000.0;fabrica;microempresarial
